entrezgene,entrezgene_hs,hsapiens_homolog_orthology_confidence
418552,8209,1
418552,102724023,1
100861562,NA,NA
374122,4724,1
428771,2028,1
100533999,100526835,1
100533999,51086,1
420930,22948,1
100861562,NA,NA
417718,9512,1
416724,10483,1
770169,54674,1
374075,695,1
424253,8997,1
100861562,NA,NA
418690,3631,1
771469,79740,0
416949,51733,1
417772,858,1
100861562,NA,NA
419957,92335,1
396477,50489,0
396477,165530,0
101749130,NA,1
101749130,51124,1
428505,256979,0
427566,342371,1
416809,92293,1
417741,NA,NA
423281,64398,1
771433,22901,1
107057540,NA,NA
378903,1390,1
395938,6647,1
420940,84246,1
422884,79155,1
771966,389941,1
100857587,23604,1
100857346,85478,1
427860,554,0
421304,92291,1
395294,NA,NA
395578,NA,NA
396055,3199,1
427528,92922,1
428872,641372,1
428872,10965,1
428872,641371,1
428872,122970,1
418320,205717,1
417410,55288,1
424623,388630,1
421796,25957,1
415522,55829,1
424110,65065,1
769700,63875,1
420911,29102,1
420347,11244,1
100857623,5457,1
431302,144501,1
423170,84680,1
423170,390110,1
422293,NA,NA
428586,84451,1
418207,3845,1
770663,6610,1
100859339,4882,1
769224,387357,1
396465,4628,1
107055160,3749,0
417001,65078,0
420356,28998,1
769855,54491,1
418868,55213,1
100858326,642968,1
107053650,54541,1
417165,1056,1
416021,60678,1
421709,3908,1
101747322,7490,1
419208,8202,1
395588,4212,1
427236,55667,1
427460,23287,1
426130,2064,1
770709,79145,1
419145,83737,1
415461,53339,1
395955,7247,1
419748,84959,1
418846,83548,1
418254,144568,1
769937,83445,1
101750273,NA,NA
107052808,NA,NA
415635,5432,1
424528,8915,1
100857141,NA,NA
421678,85021,1
419239,79444,1
100859332,51645,1
421415,NA,NA
771356,8664,1
424230,2995,1
423274,51109,1
423274,145226,1
395904,79776,1
428131,60436,1
427435,79925,1
415710,80004,1
395083,7133,1
378782,NA,NA
426826,284297,0
100859777,284297,0
395086,2155,1
423144,55107,1
416423,5073,1
426153,57763,1
770790,153339,1
396215,NA,NA
100858651,55450,1
107057621,93145,1
426234,7869,1
771938,2103,1
417250,79813,1
426970,842,1
107049498,56123,0
107049498,56132,0
107049498,56128,0
107049498,26167,1
107049498,56122,0
107049498,57717,1
107049498,56126,1
107049498,56133,0
107049498,56124,0
107049498,56131,0
107049498,56125,0
107049498,29930,0
107049498,56130,0
107049498,56127,0
107049498,56129,1
395689,2026,1
420199,3612,1
428789,57495,1
693264,NA,NA
100859805,401258,1
421835,22832,1
396109,NA,NA
419135,NA,NA
421534,NA,NA
424189,10213,1
107049010,56140,0
107049010,56144,1
107049010,56146,0
107049010,56142,1
107049010,56138,1
107049010,56147,0
107049010,56136,1
107049010,56137,0
107049010,56143,0
107049010,56141,1
107049010,9752,0
107049010,56145,0
107049010,56139,0
770011,103910,1
418845,253512,1
422070,124565,1
395533,NA,NA
768768,158471,1
395537,30813,1
427918,494551,1
107054679,8508,1
423338,5411,1
395507,NA,1
395507,5026,1
426802,153241,1
424731,25852,1
374163,7184,1
396193,5901,1
423148,NA,1
423148,966,1
771955,3229,1
418617,9185,1
416478,9907,1
100857745,NA,1
395600,11061,1
418145,100287171,1
424264,89782,1
426550,150763,1
421900,9639,1
428690,139760,1
100858397,23019,1
423379,9517,1
423575,8814,1
425204,51512,1
374186,7353,1
426892,100509620,0
426892,364,1
771604,119559,1
100857858,84790,1
428245,644672,1
395519,23764,1
415405,84952,1
423240,339344,0
418493,30811,1
424507,8317,1
424882,5352,1
424289,905,1
374109,6405,1
419877,260425,1
396176,1465,1
418091,5367,1
396285,3930,1
417554,7531,1
424169,10170,1
427644,57528,1
770173,3787,1
416838,51434,1
420100,57418,1
769202,146850,1
418876,26512,1
770018,6157,1
417690,144402,1
396379,3157,1
419933,5549,1
423545,145407,1
415312,NA,NA
100861562,NA,NA
419771,3587,1
429129,92369,1
395236,637,1
395227,27284,1
770104,54413,1
771031,113000,1
770690,50512,1
422491,84197,1
422099,8714,1
100861562,NA,NA
418869,115761,1
751817,4891,0
421080,55364,1
107054168,NA,NA
423160,143458,1
770750,29085,1
396255,794,1
424017,64284,1
415515,170691,1
396312,4010,1
374270,3603,1
100861562,NA,NA
417522,8148,1
415897,26354,1
421881,26036,1
418902,23111,1
424720,127253,1
395145,3156,1
423278,26499,1
396369,3760,1
416965,NA,NA
100861562,NA,NA
417904,51134,1
416096,55164,1
395275,9183,1
428023,27199,1
100859056,23476,1
417605,30851,1
418828,1997,1
420368,NA,NA
420599,9734,1
419556,9410,1
428695,NA,NA
107053307,NA,NA
107049013,121512,1
421560,NA,NA
423737,818,1
428575,347734,1
107055444,10923,1
396313,2253,1
428073,NA,NA
417175,10585,1
772127,79990,1
417132,26086,1
423835,27291,0
395257,865,1
100858275,10420,1
420661,27303,1
373919,860,1
107056092,10924,0
416711,150465,1
423892,282996,1
431059,4209,1
423960,1793,1
100861562,NA,NA
418888,57511,1
107055406,55716,1
396459,5816,1
768853,10776,1
776146,256979,0
423270,57475,1
100861562,NA,NA
100858889,91050,1
427425,10923,1
395964,1499,1
424675,51361,1
395691,643834,1
395691,5222,1
395691,643847,1
426917,339123,1
427153,1161,1
395186,54756,1
395248,NA,NA
429131,129807,1
419213,6780,1
107049008,3607,1
100861562,NA,NA
422867,54436,1
429033,10290,1
429033,100996693,1
419392,388585,1
423708,119504,1
421119,6917,1
107053378,56676,1
100861562,NA,NA
417560,124997,1
415792,8883,1
107054305,8883,1
424390,3704,1
100859891,387509,1
770321,10434,1
100861562,NA,NA
423958,1488,1
768091,1831,1
100859230,NA,NA
100861562,NA,NA
417389,56934,1
100861562,NA,NA
420213,51115,1
421652,729515,1
416346,153769,1
422077,10458,1
378913,2317,1
100861562,NA,NA
423197,8525,1
396045,2735,1
424759,130074,1
418154,81029,1
100861562,NA,NA
420804,8434,1
427550,57546,1
100861562,NA,NA
424971,5290,1
374015,2168,1
395370,102724594,1
395370,7307,1
427778,NA,NA
424803,55619,1
374072,293,1
770752,84513,1
420692,66000,1
100861562,NA,NA
416625,221955,1
771891,NA,NA
430862,8857,0
421436,57505,1
772371,5082,1
419048,60488,1
395234,27130,1
427657,NA,NA
100861562,NA,NA
419714,79607,1
416983,11021,1
100861562,NA,NA
423200,120071,1
107052002,NA,NA
100861562,NA,NA
416391,4712,1
395910,29943,1
418256,8076,1
422466,11157,1
100861562,NA,NA
431296,401720,1
417090,403341,1
100861562,NA,NA
429525,55388,1
771632,55650,1
427523,342035,1
416461,26173,1
427309,84302,1
420231,9134,1
100861562,NA,NA
429072,64326,1
420009,10493,1
417787,29951,1
428955,5540,1
428955,100996758,1
428955,105379861,1
770511,2555,1
100861562,NA,NA
424705,3595,1
100861562,NA,NA
396013,4607,1
395106,NA,NA
421132,54928,1
423911,3983,1
374026,405,1
424885,84107,1
427257,54981,1
396235,2113,1
100861562,NA,NA
415762,57616,1
421037,84617,1
100861562,NA,NA
395881,389692,1
417942,121506,1
415465,57188,1
416997,5426,1
107056175,4142,0
420520,1787,1
426886,NA,NA
421600,79056,1
100861562,NA,NA
427443,9631,1
404299,55766,1
427881,55766,1
418886,83884,1
418886,10166,1
771586,201799,1
428900,7253,1
415751,79801,1
424541,148418,1
100857348,NA,NA
420312,83696,1
769263,64377,1
101750641,2188,1
425345,84795,1
100861562,NA,NA
423752,NA,NA
769198,NA,0
769198,80301,1
373995,11081,1
100861562,NA,NA
395711,3224,1
430724,NA,NA
421633,25902,1
100861562,NA,NA
416450,51608,1
770387,7294,1
418836,NA,NA
417012,150280,1
100861562,NA,NA
422606,113510,1
100857667,126326,1
421820,81833,1
418246,150383,1
100861562,NA,NA
419743,479,1
107052856,644524,1
418851,1361,1
100861562,NA,NA
417964,2012,1
417862,11010,1
421392,9167,1
420131,92960,1
395221,10062,1
423768,282991,1
770247,126868,1
100861562,NA,NA
395445,666,1
423581,54331,1
100858314,10900,1
417810,347902,1
100861562,NA,NA
423099,54472,1
420583,9678,1
100858366,65083,1
100861562,NA,NA
427865,376132,1
770619,4056,1
770624,389207,1
418790,9071,1
418404,64332,1
100861562,NA,NA
416745,56997,1
424168,4036,1
423409,80017,1
100861562,NA,NA
419134,8904,1
100859755,575,1
417570,8456,1
422800,55296,1
419676,51440,1
415633,9289,1
100861562,NA,NA
425524,1464,1
417324,51030,1
417324,100533496,1
417324,201158,1
396297,302,1
420824,1871,1
421359,51133,1
428582,23596,1
417295,91373,1
418456,607,1
420882,389362,1
100861562,NA,NA
418800,5101,1
423208,54567,1
100216364,5710,1
421823,57038,1
100861562,NA,NA
100858727,10869,1
417421,284018,1
425020,51319,1
420639,686,1
374185,79192,1
418534,7032,1
421314,84515,1
417824,11260,1
418666,3563,0
418666,1438,1
395790,3955,1
100857997,57697,1
419888,NA,NA
417431,350,1
373965,800,1
100857144,7444,1
421316,286826,1
418619,94056,1
423480,4140,1
417002,23762,1
423792,53354,1
419411,339453,1
107052190,80709,0
418839,55068,1
416337,27125,1
101747507,63905,0
418572,9282,1
420512,340895,1
776038,84251,1
423429,57062,1
428796,93624,1
776459,5588,1
101752225,100127206,1
100859609,6432,1
425121,51088,1
100499189,1435,0
428624,84154,1
424009,79582,1
107055071,381,1
769479,1979,1
100861562,NA,NA
418519,10311,1
374246,4683,1
100861562,NA,NA
408036,2069,1
423252,53349,1
421778,57673,1
419112,NA,NA
423809,3832,1
100861562,NA,NA
422773,60558,1
100861562,NA,NA
420334,9897,1
100861562,NA,NA
421447,NA,NA
422174,81887,1
417336,79672,1
768451,25874,1
100861562,NA,NA
415569,55075,1
419767,257160,1
418804,64062,1
421979,50618,1
770257,23563,1
770257,4166,0
100861562,NA,NA
770336,9055,1
427233,54914,1
416732,24141,1
100861562,NA,NA
423249,79697,1
426163,576,1
100861562,NA,NA
428232,1269,1
100857426,NA,NA
416080,56999,1
100858707,56265,0
420115,NA,NA
100861562,NA,NA
427389,1176,1
416910,8459,1
107054143,5912,1
421988,NA,NA
395079,NA,NA
425021,152078,0
428812,221,1
428812,222,1
428813,221,1
428813,222,1
417758,10447,1
419925,25862,1
423492,64423,1
378790,57142,1
395999,3150,1
422394,2334,1
420907,57614,1
420494,53904,1
404301,93100,1
421052,NA,NA
107055481,5644,0
107055481,5645,0
107055481,5646,0
421809,60468,1
423802,9211,1
427146,166968,1
107056774,NA,NA
420172,80243,1
421457,24149,1
416555,84231,1
770653,NA,NA
772291,6716,1
427678,2903,1
418742,79774,1
427705,135,1
417975,27341,1
769135,51188,1
424209,9654,1
419439,80045,1
423341,145483,1
771917,NA,0
418341,8702,1
771154,NA,NA
417845,10818,1
431243,51107,1
416276,NA,NA
423104,7106,1
423161,29099,1
418895,7223,1
420481,143098,1
771367,29081,1
426847,10449,1
423609,94233,1
429128,NA,NA
426266,79833,1
420413,474344,0
420073,58509,1
424868,NA,1
424868,51726,1
107057526,NA,NA
427244,2395,1
424481,25950,1
420415,50853,1
428916,22890,1
417638,51136,1
418220,1727,1
395256,NA,NA
404539,NA,NA
101748258,84842,1
771145,5603,1
430689,53918,1
425709,3608,1
421670,134637,1
418556,7404,1
418556,7403,1
395418,22917,1
428324,55111,1
416433,51622,1
416433,221960,1
423722,219654,1
107054369,55845,1
418833,28984,1
421097,4225,1
395077,NA,NA
420637,84725,1
424116,5136,1
421478,23683,1
417851,4848,1
395330,5795,1
424625,200010,1
415634,221188,1
427003,57149,1
420074,126321,1
395716,2070,1
416531,63922,1
416810,114795,1
428592,51660,1
771953,9553,1
428756,137075,1
417375,29115,1
770107,115825,1
395110,5998,1
428685,30850,1
420401,5745,1
396464,4852,1
408251,116,1
424135,8540,1
427673,6338,1
415553,79719,1
416118,3656,1
420753,10842,1
770673,NA,NA
107048992,NA,NA
107049663,NA,NA
107050100,NA,NA
107050303,NA,NA
107050509,NA,NA
107050653,NA,NA
107055384,NA,NA
770318,56986,1
427124,51808,1
421975,80304,1
418840,NA,0
418840,144811,1
421593,91614,1
769652,114134,1
418837,94240,1
429682,NA,NA
419160,11122,1
424646,55268,1
421967,60526,1
414800,3920,1
420323,51105,1
418474,140578,1
420811,NA,NA
395610,285,1
415610,91137,1
771961,8569,1
431056,3418,1
415317,83440,1
424539,80135,1
427274,5066,1
396291,5357,1
425562,100526737,1
425562,5936,0
425562,83759,1
100859276,100526737,1
100859276,5936,0
100859276,83759,1
101749807,374977,0
101749807,NA,0
427758,NA,1
427758,266747,0
427758,5900,1
427758,5863,0
772070,1750,1
770893,55353,1
417051,NA,NA
418255,57494,1
396518,915,1
396518,917,1
421860,27145,1
419570,10236,1
395096,8771,1
100859568,158584,1
423516,83851,1
415387,23359,1
768809,10090,1
420899,89777,1
100858200,2826,1
101749511,NA,NA
772163,374462,1
418471,29761,1
428487,1007,1
107049387,60494,0
396206,4741,1
415363,10518,1
421068,171586,1
428210,7798,1
422317,1046,1
776271,NA,NA
776094,80764,0
395889,3480,1
427185,5562,1
423697,6832,1
100857897,64714,1
418880,440138,1
423105,977,1
420872,9450,1
427466,1514,1
427466,1515,1
395870,5881,1
419031,7450,1
386577,1138,1
421497,10000,1
423982,64172,1
421867,22999,1
422900,92305,1
419787,338657,1
418487,56911,1
417639,9969,1
395101,8633,1
426314,79723,1
770964,169200,1
414144,2521,0
416490,10095,1
420422,9389,1
420422,9390,1
423785,2074,1
423785,267004,1
427986,49854,1
420525,9317,1
100858636,11051,1
427899,55964,1
416787,5902,1
107053246,644145,1
107057382,84908,1
418374,261726,1
428572,221458,1
417953,NA,NA
418891,80209,1
395915,4833,1
100859040,27189,1
421423,89822,1
420116,54555,1
107053470,NA,NA
423843,84287,1
416161,900,1
427987,89766,1
100857508,2814,1
428673,79643,1
772119,29893,1
771227,2961,1
395067,51232,1
770926,NA,NA
418122,6742,1
415738,23090,1
396279,6750,1
107054958,3551,1
422663,57182,1
422824,202018,1
100859343,283337,1
396196,2641,1
100858001,9416,1
770954,3776,1
423864,81603,1
395905,1982,1
424275,55240,1
396275,5028,1
418488,571,1
424854,64090,1
420358,79075,1
415349,9051,1
429111,731,1
396430,7169,1
428605,55366,1
427507,123624,1
776037,NA,1
776037,2123,1
421142,444,1
396159,10610,1
395635,3066,1
107051180,9673,1
417664,7716,1
770425,11044,1
420078,84444,1
422364,8450,1
769277,51529,0
415848,2588,1
417905,57458,1
417003,115811,0
417764,91074,0
417764,728378,0
417764,400986,0
417764,554226,0
417764,340441,0
417764,100288966,0
417764,388468,0
417764,56311,0
417764,253650,0
417764,NA,0
417764,374860,0
417764,441430,0
417764,57730,0
417764,445582,0
417764,NA,0
417764,653269,0
417764,375248,0
417764,641455,0
417764,9720,0
417764,102724631,0
417764,100287399,0
417764,NA,0
417764,342850,0
417764,23784,0
417764,22852,1
417764,317754,0
417764,404785,0
417764,728747,0
417764,441425,0
417764,84210,0
417764,100996331,0
417764,102723502,0
101751887,84807,0
421369,467,1
416600,NA,NA
423634,80195,1
417538,NA,1
417538,51373,1
100534591,NA,NA
425231,84937,1
420956,NA,0
420956,125476,1
423736,26985,1
417109,54542,1
416883,80018,1
374249,8200,1
378788,8323,1
776258,341880,1
101748788,10861,1
417071,6305,1
422494,27152,1
395758,6389,0
395996,642,1
418903,9201,1
100857596,4720,1
424903,57110,1
427222,10171,1
396259,2263,1
424715,81573,1
396262,6176,1
415849,9780,1
417896,NA,1
427294,3425,1
423373,29954,1
427404,11258,1
418854,80183,1
374076,6477,1
416480,221938,1
421821,55122,1
420594,28969,1
428472,389257,1
419404,NA,NA
424457,7175,1
768654,286343,1
395565,1462,1
422730,6542,1
416034,79364,1
424721,431707,1
417026,79794,1
425036,116931,1
768978,NA,NA
428904,8111,1
418850,23091,1
416113,29995,1
395912,4256,1
424821,5947,1
421134,90362,1
423209,79094,1
418057,23551,1
431602,5789,1
768430,27098,1
771690,9094,1
771077,221264,1
427996,51360,1
419614,29889,1
418924,283537,1
395583,10252,1
771207,57026,1
420198,5375,1
415866,10725,1
420658,9497,1
427597,27255,1
428388,340359,1
769400,386618,1
426893,390940,0
417881,55117,1
416770,23753,1
100859876,251,1
100859876,248,1
100859876,250,1
426464,55367,1
420762,27072,1
420425,64651,1
422765,285527,1
395573,6663,1
420577,54468,1
415834,54971,1
424618,199974,1
424618,1580,1
424618,284541,1
424618,1579,1
424618,260293,1
107054196,84206,1
420874,57128,1
771528,6169,1
424479,58155,1
423614,102724488,0
423614,83849,0
407778,81849,1
418014,10454,1
417730,948,1
422918,51652,1
422918,100526767,1
772061,3747,1
421618,79747,1
429138,23355,1
424851,377007,1
423827,23268,1
428807,84279,1
423653,NA,NA
423349,5826,1
416511,91647,1
769770,155066,0
396530,476,1
422865,80273,1
420776,644,1
420345,55093,1
425483,997,1
423706,170392,1
768624,23508,1
374234,6709,1
396315,3485,1
374091,5034,1
378907,259230,1
374198,351,1
416843,80196,1
427549,1050,1
101751943,NA,1
101751943,51735,1
770601,338707,1
101751487,NA,NA
427757,8019,1
107054074,NA,NA
421351,127018,1
420439,653857,0
420439,57180,1
422296,55217,1
419803,10768,1
772187,NA,NA
396504,31,1
425630,83879,1
378922,701,1
428182,83756,1
428564,345456,1
418783,26953,1
418783,3843,1
416966,64897,1
420866,NA,1
420866,63915,1
420646,9779,1
378905,152877,1
396245,5894,1
395891,775,1
424365,22926,1
100861562,NA,NA
430664,129049,1
374000,1414,1
428231,4610,1
421871,57579,1
374231,2308,1
418508,NA,1
418508,539,1
422107,146722,0
422107,100131439,0
422107,146894,0
422107,124599,0
422107,100130520,0
422107,10871,0
422107,342510,0
422107,11314,0
428752,374,1
428934,2894,1
419108,509,1
415479,58489,1
425211,27071,1
769685,339291,1
770592,84560,1
427376,3301,1
431581,3350,1
430411,64116,1
423639,317662,1
395805,8736,1
419592,NA,NA
428873,89932,1
418609,389840,1
395896,1947,1
771523,116039,1
395724,3146,1
769005,125061,1
395786,8312,1
374010,7374,1
374203,2201,1
417657,11072,1
100858486,55293,1
107056066,79846,0
769212,1880,1
101749269,345051,0
395733,29760,1
417865,79738,1
424754,5433,1
100861562,NA,NA
420586,54664,1
418424,NA,NA
417793,144165,1
428577,10602,1
395589,4211,1
426961,285203,1
419683,100506888,0
419683,107983955,0
419683,51224,1
419683,6924,1
419683,107983955,0
419683,728929,1
419683,101930165,1
419683,162699,1
419683,105369241,1
100861562,NA,NA
420264,9699,1
771278,NA,1
771278,9441,1
418893,341640,1
395784,6249,1
420319,57623,1
424820,349565,1
426623,8625,1
429363,10297,1
416891,23479,1
396086,5888,1
396086,5888,1
100861562,NA,NA
424908,3556,1
771525,83741,1
100861562,NA,NA
768548,84915,1
100861562,NA,NA
418861,1102,1
424552,91624,1
100861562,NA,NA
426626,NA,NA
427290,54872,1
422675,4085,1
395253,7182,1
424243,55840,1
771069,NA,NA
419101,254427,1
395552,6346,0
770677,83940,1
426803,401505,1
426803,NA,1
427218,3842,1
422682,51778,1
422110,54868,1
420973,81037,1
418914,90634,1
425324,NA,NA
424232,80775,1
416308,153328,1
418858,55270,1
100859789,79717,1
420765,5898,1
426185,29843,1
417005,63904,1
417005,150290,1
417191,27348,1
100861562,NA,NA
100859325,5364,1
416506,55090,1
770904,241,1
423585,30001,1
420946,63979,0
373925,56938,1
768437,53833,1
395285,190,1
769420,5577,1
415344,84894,1
395973,3764,1
422413,51313,1
419383,49856,1
424046,64859,1
424533,NA,NA
768904,1805,1
107054333,124044,1
418870,3839,1
427974,9073,1
107053468,NA,NA
422748,10874,1
769109,407,1
416429,8303,1
417866,114882,1
424201,5798,1
107049125,NA,NA
428587,80003,1
427308,229,1
424022,401036,1
107057031,3955,0
419189,80336,1
418308,2051,1
423908,84632,1
416570,27327,1
418838,29103,1
395608,1134,1
427338,79987,1
415718,79068,1
424037,4047,1
100857197,NA,NA
422793,201895,1
416057,5859,1
426048,56926,1
100858277,170692,1
100859787,205147,1
425986,NA,NA
418161,27443,1
421532,5867,1
424756,79595,1
396056,631,1
421779,51250,1
100858263,2841,1
418397,54931,1
426493,6829,1
424287,81615,1
422632,157285,1
422848,53407,1
422987,60626,1
770196,4752,1
419860,50486,1
424560,128218,1
418544,NA,NA
424337,29957,1
421824,154313,1
421824,NA,1
419932,7832,1
426601,5264,1
421499,9859,1
422512,901,1
417848,NA,NA
775985,221336,1
417488,7461,1
428140,161198,0
428140,8785,1
772213,26147,1
424198,23363,1
421413,90411,1
429125,131890,1
100857342,340719,1
373897,4593,1
768335,NA,1
768335,51751,0
768335,25994,1
422597,22872,1
416957,253143,0
100857323,56882,1
769763,6300,1
395527,928,1
422927,55258,1
425346,55118,1
419578,10726,1
395429,10631,1
396432,27335,1
422810,6649,1
427907,6753,1
421946,151354,1
107054041,63950,1
428329,80700,1
424653,54432,1
422012,22979,1
426884,29127,1
101748745,399888,1
426017,747,1
430730,388761,0
430730,284532,1
430730,343170,0
430730,127066,0
430730,442191,0
777499,388761,0
777499,284532,1
777499,343170,0
777499,127066,0
777499,442191,0
768769,6619,1
101750157,79711,0
422690,51574,1
396111,6263,1
415750,55737,1
423505,7597,1
107055370,3727,1
431235,1504,0
431235,440387,1
424402,6401,1
424994,79782,1
396491,3956,1
426894,360,1
769813,440087,1
422726,NA,0
422726,2483,1
100857845,219902,1
418573,10159,1
100858428,NA,0
100858428,100130519,1
101749622,5273,1
424053,401027,1
423076,3746,1
428726,56884,1
396000,1291,1
430581,79571,1
418852,3936,1
427790,93649,1
100857958,3782,1
100857999,3782,1
100858107,3782,1
769717,79701,1
423592,80821,1
424831,81618,1
416925,8220,1
418215,51768,1
396115,3660,1
378799,4436,1
107055528,253935,0
395241,84525,1
423578,60485,1
421104,1837,1
769958,4860,1
418518,7267,1
419306,51006,1
422414,55314,1
374020,2235,1
424081,843,1
107053633,1959,1
423482,9529,1
431670,1612,1
423683,26091,1
415942,80335,1
422919,7844,1
426630,79841,1
426213,375307,1
414835,NA,NA
418083,29915,1
429400,3228,1
425795,NA,NA
416950,NA,1
416950,23384,1
417050,3108,1
100858338,27006,1
100859595,64783,1
395363,NA,NA
771445,55755,1
418847,220081,0
424799,1286,1
416388,146325,1
427999,5475,1
426292,225689,1
427953,89876,1
424597,25974,1
415507,NA,0
415507,1106,1
420948,2887,1
395451,9547,1
395782,6862,1
419616,79753,1
423732,51207,1
415470,342125,1
415793,1783,1
771155,646799,1
425034,13,1
425034,344752,1
417832,23592,1
374106,1027,1
415393,54839,1
771780,23676,1
101751011,4974,1
427087,115098,1
428556,79745,1
101748311,647166,1
421341,79762,1
427684,4232,1
418550,56894,1
395490,8887,1
428712,10251,1
395481,309,1
418012,54471,1
769298,79866,0
100857910,9048,1
415391,161823,1
423261,55334,1
417789,283464,1
416580,57478,1
416504,8533,1
422496,22824,1
418873,283518,1
421135,137886,1
769051,27112,1
396219,4023,1
427459,64078,1
107052208,219409,1
424310,130576,1
374264,167410,1
420870,83732,1
396034,9172,1
427952,10885,1
418155,79602,1
100857736,1967,1
426317,80008,0
415725,1540,1
421244,57419,1
421862,135228,1
423912,57700,1
420262,115908,1
418926,255967,1
429104,1031,1
429025,151230,1
429025,100526832,1
424619,10158,1
419131,51230,1
425353,8291,1
424842,9855,1
418369,64422,1
418655,8226,1
424213,7701,1
417830,23329,1
770344,189,1
422639,53371,1
395929,3030,1
429086,NA,NA
418867,51131,1
422526,6164,1
422201,79184,1
422015,391356,1
373907,196,1
373907,NA,1
420840,84062,1
100858502,131408,1
416544,6187,1
425721,10058,1
416521,5636,1
418112,84255,1
417899,28977,1
415509,91947,1
100858560,11340,1
418498,8867,1
769860,5143,1
769860,5143,1
422880,8602,1
421747,2444,1
422266,1121,1
422266,1122,0
420551,57798,1
417868,144455,1
416456,115330,1
427887,440093,0
427887,391769,1
427887,3021,0
427887,3020,1
426882,6602,1
421213,4528,1
420404,29072,1
420209,761,1
395416,4363,1
101749776,348262,1
395078,29929,1
422838,259282,1
422094,NA,NA
421838,134701,1
771901,83549,1
420667,54918,1
373912,9241,1
395854,2665,1
415642,81577,1
424170,8647,1
421481,6683,1
419098,79746,1
419415,54998,1
420785,9601,1
418078,160428,1
421599,79832,1
416286,9794,1
396474,4015,1
423182,5702,1
422951,10322,1
428462,387129,1
421161,7135,1
423867,54838,1
419460,23013,1
427119,22936,1
422868,94031,1
107053634,84890,1
101751545,NA,NA
770488,5159,1
395153,10076,1
107049079,85479,1
101748316,158521,0
425047,84343,1
416788,29801,1
423162,79899,1
422425,50859,1
423241,146057,1
420900,5268,1
101748677,283461,0
418243,27127,1
770883,340654,1
428783,152519,1
769337,51334,1
425961,10143,1
408037,2810,1
768735,NA,0
768735,340385,0
768735,100506243,0
425297,9837,1
421682,64065,1
420159,91039,1
424726,NA,0
424726,112869,1
424726,NA,0
424436,63931,1
416771,8940,1
422230,3597,1
420233,137682,1
396248,1152,1
430939,NA,1
430939,23616,1
422371,203427,1
421629,84918,1
417968,2984,1
101752037,90135,1
418856,2098,1
418486,10694,1
427356,340481,1
423846,NA,1
423846,84986,1
416406,84219,1
374024,57045,1
417656,6871,1
415330,9325,1
423134,5553,0
423134,10394,0
424943,NA,NA
396233,NA,NA
420555,84060,1
422890,10608,1
420434,6009,1
101751667,NA,NA
107049000,NA,NA
416116,25917,1
425213,2922,1
417108,10773,1
770100,91107,1
396321,8973,1
415497,55070,1
428583,93183,1
422029,286046,1
101750909,NA,NA
424205,79840,0
419503,714,1
416654,55692,1
420184,27067,1
100857439,NA,NA
421357,2104,1
769240,100130771,1
425605,79414,0
422518,401145,0
768830,1164,1
100858240,84305,1
396099,2099,1
395521,NA,NA
417144,11091,1
417144,54554,1
395833,5230,1
395833,5232,1
419549,51042,1
100857269,NA,NA
415679,92154,1
423002,338662,0
423002,283160,1
423002,283159,1
423002,390275,0
421346,55699,1
100858463,401124,1
428901,23768,1
418444,92235,1
395613,1143,1
373998,1413,1
417601,347549,0
417601,201161,1
417601,389857,0
417601,441495,0
417601,389857,0
417601,441495,0
420219,64168,1
427919,NA,NA
395516,23220,1
426183,140461,1
418377,1371,1
417799,4753,1
771878,84694,1
427416,NA,NA
418894,51569,1
427367,80173,1
101749097,10067,1
422467,84068,1
396237,4644,1
769472,56965,1
429811,51274,1
418642,395,1
416681,84928,1
430349,23144,1
769755,NA,NA
418115,27147,1
374211,1381,1
396146,2643,1
107052113,NA,NA
395320,1046,1
100858879,94015,1
420683,23473,1
101749883,84172,1
417815,9194,1
420137,93323,1
426208,79968,1
418481,29104,1
418797,84189,1
422575,8615,1
101748755,57699,1
426871,25840,1
426871,196410,1
425016,29970,1
425016,29970,0
425016,100505385,0
423421,3705,1
418721,130827,1
420578,6119,1
419731,6768,1
416102,10752,1
431480,NA,1
419830,NA,NA
428223,63967,1
424856,26043,1
107049196,NA,NA
395198,845,1
395161,220323,1
395075,23237,1
428768,171024,1
421932,10971,1
107049034,56905,0
424562,7075,1
418532,25966,1
417332,284207,1
418863,22862,1
427300,25934,1
427300,55335,1
771679,6358,0
771679,6349,0
771679,414062,0
771679,6362,0
771679,6351,1
771679,6348,0
771679,9560,0
771679,388372,0
421074,8780,1
107049056,4759,1
100859376,5204,1
418097,50511,1
419147,434,1
420342,312,1
100858909,79979,1
424038,6285,1
430019,3362,1
428622,5980,1
374037,8520,1
100857880,51295,1
373958,NA,NA
423738,8509,1
423738,8509,1
427864,8445,1
422970,2620,1
107049029,168620,1
418159,27440,1
418641,10943,1
424082,66008,1
428991,282973,1
101751061,NA,NA
420731,54749,1
418939,219287,1
107055416,22818,1
770905,5778,1
395868,3195,1
419781,54766,1
100857312,390874,1
395332,26136,1
417163,26301,1
415768,11136,1
426795,153443,1
427983,3763,1
427021,54926,1
420362,3297,0
769782,146212,1
428839,6809,1
422801,886,1
396360,7871,1
425013,286827,1
418554,NA,NA
427444,55100,1
428525,59340,1
421393,170850,1
424415,9213,1
427373,7464,1
418251,5858,1
418251,2,1
374102,6383,1
419146,191,1
423935,55717,1
